iter	MAE
192	410039.1184
193	409628.7621
194	408791.6133
195	408459.2374
196	408198.8331
197	407676.6454
198	406775.734
199	406451.2049
200	405762.9526
201	405139.9438
202	404470.0949
203	403476.8102
204	402642.8729
205	402158.9988
206	401587.3187
207	401323.5987
208	401030.3857
209	400124.0869
210	399218.0281
211	398471.7089
212	398089.771
213	397483.7187
214	396981.9149
215	396242.5427
216	395787.4517
217	395515.2281
218	395033.0878
219	394457.9291
220	394131.2484
221	393620.6301
222	393452.077
223	392947.3864
224	392781.2807
225	392057.1762
226	391769.5548
227	391469.2352
228	391251.7586
229	391013.2648
230	389999.6317
231	389620.6251
232	389255.9329
233	388880.9992
234	388389.371
235	387902.0742
236	387553.6753
237	387008.1425
238	386759.8522
239	386486.9597
240	385955.6957
241	385622.5255
242	385198.9907
243	384732.1779
244	384370.7816
245	383982.8856
246	383125.0218
247	382617.451
248	382041.7754
249	381817.2927
250	381529.0492
251	380878.4877
252	380490.1765
253	380258.6479
254	379879.4707
255	379506.909
256	379217.1886
257	378657.0007
258	378376.9004
259	378169.8103
260	377725.5039
261	377432.257
262	377194.1965
263	376855.6101
264	376398.1604
265	376158.6823
266	375698.7114
267	375339.1003
268	375234.277
269	374755.5228
270	374397.934
271	373950.5775
272	373701.2302
273	373453.6288
274	373250.0455
275	372809.185
276	372578.6638
277	372141.6065
278	371349.2131
279	370656.9158
280	370361.0871
281	370133.9506
282	369976.7218
283	369698.7723
284	369484.9339
285	369265.0044
286	369077.3523
287	368546.7105
288	368281.4927
289	367925.8787
290	367582.1626
291	367114.5369
292	366786.4655
293	366505.1074
294	366401.7846
295	366197.3857
296	365885.7308
297	365733.9213
298	365533.0291
299	365169.163
300	365020.5019
301	364734.6584
302	364267.6144
303	364106.1873
304	363699.9943
305	363096.7961
306	362853.8916
307	362338.4596
308	362067.5786
309	361669.4224
310	361365.2586
311	361101.6437
312	360551.2789
313	360468.6173
314	359970.5885
315	359483.876
316	359379.8406
317	359059.5853
318	358769.0558
319	358392.067
320	358173.3444
321	357959.6745
322	357480.0399
323	357284.9371
324	357043.124
325	356746.4577
326	356609.2213
327	356416.9291
328	355959.7282
329	355750.6604
330	355545.6484
331	354985.4747
332	354533.0459
333	354351.3036
334	354125.6905
335	353887.4158
336	353634.7847
337	353496.2998
338	353255.5936
339	352819.4639
340	352700.9281
341	352584.3478
342	352360.7109
343	351909.8405
344	351631.5066
345	351196.4283
346	350697.7114
347	350469.7441
348	350284.3805
349	350063.7906
350	349836.9926
351	349581.1578
352	349078.8958
353	348863.034
354	348685.1086
355	348587.5943
356	348198.5821
357	347672.0082
358	347405.7595
359	347254.6693
360	346999.5896
361	346835.9212
362	346613.9674
363	346530.3431
364	346451.6077
365	346169.4627
366	346041.5878
367	345824.2615
368	345338.1255
369	345142.9813
370	345034.1427
371	344839.6629
372	344722.189
373	344568.2675
374	344153.8343
375	343898.4093
376	343603.0114
377	343521.7494
378	343023.804
379	342749.5887
380	342354.8659
381	341953.4574
382	341796.6618
383	341500.9736
384	341261.8872
385	340865.0463
386	340473.4678
387	340158.7409
388	339963.3418
389	339831.3728
390	339736.4154
391	339555.0689
392	339405.3857
393	339128.0095
394	338880.8355
395	338697.9054
396	338509.8659
397	338421.5574
398	338236.522
399	338015.5218
400	337571.1074
401	337469.9974
402	337066.2912
403	336796.3088
404	336522.3612
405	336399.7679
406	336251.1508
407	335813.3513
408	335631.8741
409	335506.3629
410	335226.4904
411	334908.9439
412	334556.1246
413	334402.6169
414	334231.7518
415	334149.8399
416	334040.6108
417	333853.2808
418	333529.639
419	333333.9953
420	333051.999
421	332835.2101
422	332763.3786
423	332563.643
424	332319.8682
425	331922.7625
426	331617.4619
427	331190.1822
428	330715.005
429	330577.9178
430	330448.5724
431	330264.3896
432	330193.4277
433	329867.4321
434	329670.2963
435	329540.8666
436	329262.9863
437	328964.9955
438	328887.6956
439	328720.9306
440	328559.0942
441	328496.7224
442	328379.9601
443	328229.254
444	328141.2343
445	328051.8109
446	327889.5998
447	327681.3829
448	327581.111
449	327529.0571
450	327368.421
451	327248.1293
452	327074.7281
453	326953.3605
454	326688.4956
455	326600.2734
456	326477.9998
457	326394.5359
458	326291.9575
459	326072.0793
460	325986.2985
461	325820.4532
462	325746.5414
463	325446.5105
464	325309.1772
465	325047.9049
466	324842.1282
467	324778.2749
468	324600.7754
469	324364.7468
470	324173.6199
471	324125.6421
472	324015.9848
473	323819.7511
474	323524.8412
475	323227.5291
476	323137.0685
477	323079.3058
478	323001.8963
479	322759.4674
480	322704.9214
481	322574.6975
482	322375.2902
483	322218.5597
484	322107.9266
485	322041.8456
486	321827.1194
487	321708.4577
488	321575.2457
489	321358.448
490	321317.9082
491	320916.6563
492	320646.1001
493	320433.369
494	320366.7233
495	320318.0918
496	320262.2019
497	320157.8457
498	319999.3786
499	319815.5905
500	319727.2298
501	319656.1335
502	319531.048
503	319222.9518
504	319102.4237
505	318943.5649
506	318817.5919
507	318666.0686
508	318627.0965
509	318203.9396
510	318089.9947
511	317910.6371
512	317615.0764
513	317539.2488
514	317350.0826
515	317098.8714
516	316991.8988
517	316859.3557
518	316741.5682
519	316655.9452
520	316495.319
521	316297.6079
522	316034.2838
523	315943.563
524	315811.5903
525	315504.1952
526	315326.547
527	315284.6234
528	315193.8514
529	315122.7869
530	314965.4855
531	314839.2737
532	314294.8365
533	314126.6343
534	313997.5085
535	313785.0519
536	313694.6114
537	313621.7952
538	313524.2042
539	313312.739
540	313180.8215
541	313135.1183
542	313004.0888
543	312948.8797
544	312634.8402
545	312589.3191
546	312483.5575
547	312277.8917
548	312171.1596
549	311913.0616
550	311806.2086
551	311733.4906
552	311651.6266
553	311532.725
554	311347.0723
555	311274.1538
556	311146.1475
557	311007.4319
558	310892.4577
559	310842.762
560	310750.2882
561	310666.5293
562	310491.6913
563	310405.9578
564	310355.2112
565	310228.8745
566	310175.8099
567	310141.1464
568	309866.0046
569	309801.6929
570	309745.4056
571	309581.9804
572	309348.0008
573	309253.4174
574	309124.3172
575	308941.7391
576	308752.0155
577	308677.1385
578	308350.1934
579	308270.004
580	308155.9184
581	308064.4523
582	308037.6166
583	307750.2129
584	307715.8748
585	307575.9818
586	307288.2583
587	307187.2559
588	307113.6813
589	306989.0138
590	306932.0176
591	306907.2898
592	306669.6844
593	306632.4089
594	306345.796
595	306190.3635
596	305974.415
597	305880.5226
598	305786.0902
599	305754.4396
600	305652.123
601	305619.2511
602	305461.447
603	305218.2796
604	305129.1089
605	304994.8364
606	304931.5127
607	304884.6157
608	304749.3437
609	304665.8787
610	304571.1536
611	304380.7453
612	304262.3001
613	304209.8671
614	304132.3822
615	304042.2987
616	303968.2237
617	303829.0327
618	303756.879
619	303698.3349
620	303539.3635
621	303478.7593
622	303263.0597
623	303177.9624
624	303113.4336
625	302967.8592
626	302801.057
627	302642.8094
628	302495.1289
629	302386.6725
630	302200.1084
631	302174.5766
632	302146.8966
633	302069.7043
634	302032.1147
635	301980.3329
636	301931.3225
637	301834.9752
638	301744.0492
639	301553.899
640	301376.735
641	301354.5593
642	301302.5896
643	301220.6176
644	300843.9121
645	300628.3747
646	300546.226
647	300481.885
648	300408.1782
649	300254.4306
650	300138.3172
651	300021.3332
652	299869.8707
653	299591.5044
654	299434.9999
655	299308.6379
656	299170.4527
657	299078.2133
658	298762.514
659	298686.176
660	298561.1448
661	298485.7889
662	298425.9608
663	298369.7077
664	298326.0896
665	298279.2528
666	298198.3171
667	298144.3965
668	298061.936
669	297967.5895
670	297921.8275
671	297846.3134
672	297670.4542
673	297544.5702
674	297483.8291
675	297264.2833
676	297181.9345
677	297147.9632
678	297071.8329
679	296934.0282
680	296874.2568
681	296778.7644
682	296692.5807
683	296659.6087
684	296622.997
685	296577.6756
686	296434.58
687	296374.9607
688	296236.0636
689	296074.7461
690	295944.731
691	295806.2961
692	295765.3556
693	295734.318
694	295665.8681
695	295630.0549
696	295565.3856
697	295467.8246
698	295324.4789
699	295284.0426
700	295114.697
701	295028.5898
702	295005.4279
703	294843.9325
704	294681.4675
705	294605.9556
706	294526.4337
707	294485.423
708	294404.0783
709	294293.9329
710	294229.4016
711	294167.033
712	294095.57
713	294023.266
714	293991.5261
715	293948.3595
716	293663.0877
717	293583.6104
718	293571.5726
719	293534.4529
720	293465.8784
721	293438.7381
722	293403.6699
723	293370.28
724	293200.7953
725	293003.8449
726	292922.4526
727	292665.8674
728	292630.5088
729	292537.9017
730	292365.2977
731	292216.024
732	292055.3518
733	291945.9278
734	291911.759
735	291871.8618
736	291725.9387
737	291597.196
738	291515.7323
739	291475.3423
740	291372.7776
741	291307.2352
742	291169.6541
743	290974.6815
744	290818.9849
745	290720.3969
746	290514.676
747	290453.6547
748	290067.1151
749	289705.896
750	289665.8297
751	289592.0136
752	289331.2794
753	289235.4918
754	289084.0704
755	289027.5804
756	288940.8216
757	288669.3559
758	288507.1175
759	288465.5466
760	288335.4236
761	288220.846
762	288099.5304
763	288056.4344
764	288022.0486
765	287952.4301
766	287880.6632
767	287783.8843
768	287698.0316
769	287639.0395
770	287516.1633
771	287433.7302
772	287375.0245
773	287287.7469
774	287122.7435
775	287060.9109
776	287043.2535
777	286907.5689
778	286846.7684
779	286809.1335
780	286788.5522
781	286697.4964
782	286596.5265
783	286485.5522
784	286418.3996
785	286202.7109
786	286172.5712
787	286126.6257
788	285978.6492
789	285872.5333
790	285813.1391
791	285717.0739
792	285696.7481
793	285535.6038
794	285415.6251
795	285293.5936
796	285268.8648
797	285242.3851
798	285195.6592
799	285125.0486
800	284985.8032
801	284948.1424
802	284806.8865
803	284669.8579
804	284652.2866
805	284458.7027
806	284361.903
807	284109.8169
808	283938.249
809	283843.6008
810	283766.4669
811	283718.9401
812	283649.4441
813	283590.3758
814	283543.5923
815	283530.5678
816	283447.8
817	283246.8012
818	283225.6129
819	283183.9828
820	283171.7106
821	283007.8421
822	282866.0329
823	282624.7156
824	282571.171
825	282538.7642
826	282390.6501
827	282310.7196
828	282273.2045
829	282235.8104
830	282125.2126
831	282078.0543
832	281993.8691
833	281856.9572
834	281822.8366
835	281709.0831
836	281680.5477
837	281638.2859
838	281548.4961
839	281472.0365
840	281440.3959
841	281416.0794
842	281271.9031
843	281253.8672
844	281235.1837
845	281069.9192
846	280959.0501
847	280888.543
848	280841.4176
849	280689.2993
850	280521.2201
851	280501.8958
852	280458.2436
853	280352.0759
854	280323.3594
855	280144.5863
856	280086.3967
857	279945.8132
858	279916.984
859	279892.0981
860	279793.6798
861	279668.722
862	279643.1527
863	279575.7377
864	279365.3011
865	279254.0015
866	279180.7048
867	279066.851
868	278781.6664
869	278588.8685
870	278552.3657
871	278468.3201
872	278429.7035
873	278351.5233
874	278277.693
875	278145.1297
876	278119.3314
877	278034.6342
878	277968.2879
879	277842.7982
880	277769.9989
881	277715.2899
882	277653.355
883	277485.2903
884	277320.56
885	277299.4403
886	277257.3257
887	277189.6925
888	277071.5609
889	277055.6598
890	276979.4719
891	276970.8339
892	276915.4858
893	276807.5068
894	276669.6392
895	276543.7287
896	276430.1397
897	276295.1413
898	276177.562
899	276150.2663
900	276133.8142
901	276026.6271
902	275995.224
903	275965.0495
904	275919.7174
905	275872.3513
906	275795.6531
907	275776.8065
908	275732.3724
909	275644.5242
910	275496.3367
911	275465.291
912	275449.9514
913	275432.5536
914	275412.8097
915	275393.3269
916	275308.5421
917	275229.9489
918	275182.8835
919	275163.6346
920	275101.7269
921	275017.3197
922	274975.2888
923	274919.2469
924	274865.0927
925	274776.1658
926	274749.2141
927	274713.6025
928	274655.2012
929	274625.7119
930	274509.6041
931	274447.1718
932	274359.9875
933	274295.9355
934	274269.6735
935	274245.8703
936	274117.9136
937	274079.5523
938	274064.9772
939	273957.9944
940	273884.7821
941	273849.1173
942	273810.6023
943	273748.3991
944	273675.6856
945	273582.5769
946	273432.685
947	273370.3768
948	273346.5194
949	273290.5333
950	273220.5135
951	273157.1423
952	273090.7902
953	273051.2659
954	272909.0257
955	272824.1184
956	272736.027
957	272619.3851
958	272564.0403
959	272518.698
960	272473.9709
961	272328.839
962	272238.9976
963	272158.6786
964	272135.4233
965	272111.5531
966	271934.1516
967	271860.2472
968	271768.4806
969	271733.1039
970	271672.4438
971	271598.9604
972	271550.7565
973	271525.3332
974	271519.6578
975	271376.9296
976	271273.1212
977	271231.3325
978	271176.8198
979	271007.1401
980	270966.7784
981	270928.6536
982	270908.5997
983	270858.5662
984	270811.5122
985	270784.7876
986	270769.4781
987	270736.5968
988	270396.8362
989	270363.0963
990	270302.2486
991	270229.6659
992	270162.0131
993	270066.6417
994	269976.4969
995	269892.8543
996	269864.0753
997	269824.2441
998	269781.9305
999	269753.6177
1000	269691.294
1001	269592.0327
1002	269405.9888
1003	269395.8391
1004	269372.6303
1005	269316.1489
1006	269252.0932
1007	269183.3801
1008	269151.1098
1009	269113.8102
1010	269030.4993
1011	268877.6585
1012	268810.1818
1013	268685.9026
1014	268676.7212
1015	268618.9275
1016	268605.388
1017	268526.053
1018	268496.1793
1019	268410.2026
1020	268355.4902
1021	268328.1439
1022	268302.036
1023	268252.5106
1024	268011.588
1025	267999.0719
1026	267712.5722
1027	267680.3806
1028	267590.2187
1029	267486.4438
1030	267369.6944
1031	267317.8831
1032	267222.5105
1033	266994.3234
1034	266935.9206
1035	266748.0789
1036	266654.3508
1037	266549.5689
1038	266456.7925
1039	266342.9348
1040	266254.166
1041	266240.9025
1042	266028.8402
1043	265993.9259
1044	265885.1291
1045	265838.6313
1046	265529.5467
1047	265472.3666
1048	265410.919
1049	265261.7926
1050	265218.4324
1051	265073.3762
1052	265036.5615
1053	265023.7199
1054	264906.8158
1055	264742.7909
1056	264626.2278
1057	264558.9033
1058	264536.527
1059	264484.8125
1060	264427.0598
1061	264355.606
1062	264268.3858
1063	264250.2402
1064	264216.1386
1065	264164.4832
1066	264149.6287
1067	264100.8842
1068	263980.5999
1069	263943.8776
1070	263888.4148
1071	263825.9572
1072	263753.5995
1073	263707.7831
1074	263691.5444
1075	263638.8582
1076	263573.3953
1077	263487.3269
1078	263476.4754
1079	263401.4312
1080	263361.9382
1081	263339.2453
1082	263271.8357
1083	263255.6301
1084	263233.0341
1085	263183.952
1086	263162.6526
1087	263163.6259
1088	263106.4345
1089	263095.2257
1090	262974.4848
1091	262924.0636
1092	262757.1646
1093	262731.3463
1094	262688.5756
1095	262647.3077
1096	262611.1256
1097	262514.2736
1098	262476.0826
1099	262470.2793
1100	262458.3626
1101	262424.552
1102	262398.5831
1103	262296.2796
1104	262231.1919
1105	262113.359
1106	262032.8485
1107	262004.808
1108	261944.3782
1109	261905.0964
1110	261820.0143
1111	261800.3557
1112	261734.686
1113	261714.1844
1114	261698.7599
1115	261678.0911
1116	261525.1535
1117	261478.6204
1118	261452.0127
1119	261432.0207
1120	261405.9065
1121	261315.4904
1122	261304.5034
1123	261289.2609
1124	261190.5052
1125	261175.9124
1126	261124.7048
1127	261054.8797
1128	261040.4848
1129	261031.6973
1130	260996.1316
1131	260896.1369
1132	260839.0769
1133	260764.0819
1134	260693.9105
1135	260592.8131
1136	260578.1969
1137	260566.7437
1138	260537.6805
1139	260474.3702
1140	260427.5795
1141	260421.0714
1142	260416.4466
1143	260371.6175
1144	260373.0759
1145	260316.2874
1146	260241.8238
1147	260196.6941
1148	260165.3573
1149	260058.5148
1150	259988.1623
1151	259954.4152
1152	259936.5197
1153	259924.1455
1154	259883.4833
1155	259851.105
1156	259824.2467
1157	259816.118
1158	259798.961
1159	259745.9139
1160	259709.5366
1161	259669.6905
1162	259619.6654
1163	259594.9736
1164	259583.1012
1165	259548.4314
1166	259530.3005
1167	259486.1639
1168	259443.6381
1169	259376.3164
1170	259210.807
1171	259195.8537
1172	259174.9118
1173	259155.0676
1174	259082.0531
1175	259050.1392
1176	259026.0211
1177	258991.553
1178	258969.5944
1179	258940.6126
1180	258910.2997
1181	258881.846
1182	258868.8811
1183	258855.6941
1184	258818.9963
1185	258784.0557
1186	258731.0644
1187	258684.9646
1188	258616.7481
1189	258605.9757
1190	258577.4602
1191	258560.9653
1192	258535.4571
1193	258471.6666
1194	258437.4272
1195	258430.5195
1196	258339.503
1197	258194.8359
1198	258168.0623
1199	258090.3221
1200	258070.8719
1201	258029.7509
1202	257976.1901
1203	257943.9085
1204	257924.0941
1205	257918.1966
1206	257909.1718
1207	257827.7442
1208	257784.5095
1209	257758.9242
1210	257718.1413
1211	257678.8494
1212	257637.6608
1213	257627.4953
1214	257612.5111
1215	257600.6455
1216	257581.2703
1217	257572.0588
1218	257532.4912
1219	257499.5957
1220	257342.9366
1221	257313.3031
1222	257219.7733
1223	257202.871
1224	257090.2858
1225	257060.1317
1226	256995.5708
1227	256981.1644
1228	256937.9973
1229	256928.3278
1230	256912.8119
1231	256887.385
1232	256837.8586
1233	256831.1284
1234	256747.414
1235	256726.1465
1236	256714.4065
1237	256699.2194
1238	256692.2384
1239	256634.3802
1240	256572.5742
1241	256510.8201
1242	256490.5823
1243	256467.16
1244	256435.0933
1245	256407.8965
1246	256372.8291
1247	256340.4504
1248	256308.6198
1249	256244.6381
1250	255927.1424
1251	255887.5545
1252	255868.5171
1253	255807.6105
1254	255797.7247
1255	255788.0541
1256	255703.5078
1257	255674.6407
1258	255589.2723
1259	255506.0347
1260	255472.6459
1261	255417.6375
1262	255341.2641
1263	255329.4696
1264	255304.0745
1265	255264.4818
1266	255249.2784
1267	255233.0725
1268	255185.6829
1269	255152.6088
1270	255132.7142
1271	255113.296
1272	254888.7885
1273	254702.197
1274	254684.5996
1275	254642.9231
1276	254631.6835
1277	254439.6717
1278	254418.1976
1279	254320.0147
1280	254307.8049
1281	254285.2704
1282	254182.0381
1283	254156.6387
1284	254119.6426
1285	253905.9054
1286	253860.2469
1287	253846.427
1288	253823.189
1289	253788.4103
1290	253746.8562
1291	253706.1611
1292	253667.886
1293	253583.5721
1294	253567.2995
1295	253560.7183
1296	253486.7283
1297	253440.5977
1298	253436.2472
1299	253414.0049
1300	253358.9916
1301	253324.0534
1302	253277.7564
1303	253208.3137
1304	253172.0473
1305	253101.677
1306	253077.8184
1307	253007.3797
1308	252952.0621
1309	252923.7811
1310	252870.6108
1311	252845.3393
1312	252827.1904
1313	252787.4351
1314	252787.3244
1315	252743.8976
1316	252712.7138
1317	252541.4104
1318	252518.8028
1319	252514.6201
1320	252468.7361
1321	252450.4399
1322	252427.3241
1323	252400.7825
1324	252377.6709
1325	252321.7455
1326	252291.7214
1327	252245.0772
1328	252231.7296
1329	252176.4632
1330	252163.6886
1331	252155.6133
1332	252108.5686
1333	252035.4815
1334	252009.0352
1335	251972.4991
1336	251961.8547
1337	251942.1213
1338	251847.1039
1339	251824.9721
1340	251781.6638
1341	251705.3442
1342	251578.9442
1343	251535.8084
1344	251542.0504
1345	251472.9882
1346	251388.469
1347	251291.6942
1348	251183.8554
1349	251140.4221
1350	251136.3997
1351	251103.9174
1352	251075.8978
1353	251070.6354
1354	250989.9195
1355	250973.346
1356	250945.7155
1357	250816.9066
1358	250807.9261
1359	250727.6505
1360	250685.709
1361	250650.6586
1362	250637.3588
1363	250606.2118
1364	250536.7688
1365	250518.0788
1366	250496.6029
1367	250485.7113
1368	250453.9271
1369	250365.8131
1370	250348.1978
1371	250299.0973
1372	250249.4282
1373	250228.3313
1374	250090.2203
1375	250043.0512
1376	249947.2037
1377	249920.9134
1378	249878.8206
1379	249843.4622
1380	249835.1984
1381	249741.4768
1382	249730.6225
1383	249679.4315
1384	249667.7163
1385	249610.0839
1386	249552.0744
1387	249525.0705
1388	249500.4618
1389	249483.6904
1390	249433.7342
1391	249337.4133
1392	249319.2345
1393	249301.78
1394	249298.9983
1395	249262.1275
1396	249137.9089
1397	249106.605
1398	249084.8454
1399	249014.331
1400	248951.7941
1401	248929.9984
1402	248918.1552
1403	248900.8154
1404	248886.2291
1405	248845.9621
1406	248640.6495
1407	248619.091
1408	248552.9063
1409	248531.8047
1410	248481.3013
1411	248421.7576
1412	248409.7086
1413	248388.5256
1414	248347.4913
1415	248202.2626
1416	248158.2115
1417	248149.3446
1418	248003.0546
1419	247976.0288
1420	247948.1326
1421	247922.6318
1422	247845.9109
1423	247808.5043
1424	247607.411
1425	247560.0597
1426	247525.3597
1427	247435.3957
1428	247383.4099
1429	247352.5319
1430	247323.6806
1431	247272.8469
1432	247255.5422
1433	247171.1992
1434	247158.4282
1435	247141.2484
1436	247111.8513
1437	247101.7826
1438	247004.3899
1439	246932.8462
1440	246915.2571
1441	246923.5917
1442	246723.7629
1443	246543.6295
1444	246519.108
1445	246483.4464
1446	246385.257
1447	246327.7774
1448	246299.4833
1449	246257.6183
1450	246182.7678
1451	246167.7472
1452	246158.2412
1453	246131.5303
1454	246090.9745
1455	246036.5031
1456	245997.9166
1457	245947.284
1458	245902.7218
1459	245868.3085
1460	245862.4612
1461	245831.4243
1462	245819.835
1463	245789.5276
1464	245752.6245
1465	245714.1286
1466	245706.7086
1467	245652.4846
1468	245633.2226
1469	245604.9802
1470	245490.1603
1471	245405.6264
1472	245341.1458
1473	245301.6009
1474	245289.1616
1475	245275.0336
1476	245271.5113
1477	245253.3018
1478	245236.7969
1479	245170.7834
1480	245068.3346
1481	244975.0477
1482	244950.0832
1483	244933.5906
1484	244924.6047
1485	244894.9609
1486	244825.7273
1487	244788.3876
1488	244769.249
1489	244730.9465
1490	244677.28
1491	244655.8303
1492	244613.7523
1493	244581.102
1494	244546.4408
1495	244539.2774
1496	244531.6023
1497	244481.8665
1498	244457.0913
1499	244449.9489
